IC_mean,IC_std,ICIR,t_stat,p_value,positive_IC_ratio,n_weeks,factor,horizon
0.06086753456776508,0.19535482566145912,0.3115742565440677,4.745757686935705,3.6418325469246645e-06,0.6163793103448276,232,attention_z,future_1w_excess_return
0.05917107533123684,0.186982470618755,0.3164525269958743,4.851125377980611,2.2411583417838983e-06,0.6425531914893617,235,attention_z,future_2w_excess_return
0.05623598197405533,0.18208749998867052,0.3088404309881476,4.714244579189345,4.185982798793696e-06,0.6266094420600858,233,attention_z,future_4w_excess_return
0.049811507529264026,0.18273180203383543,0.27259353311713475,4.152020996691794,4.638069383157738e-05,0.6293103448275862,232,attention_shock,future_1w_excess_return
0.046877189263463764,0.17653641599508327,0.2655383536548592,4.0706258801942585,6.416263912616464e-05,0.5914893617021276,235,attention_shock,future_2w_excess_return
0.04047808790322491,0.17631387733357162,0.2295797047593913,3.5043821017572214,0.0005491074966334926,0.592274678111588,233,attention_shock,future_4w_excess_return
