IC_mean,IC_std,ICIR,t_stat,p_value,positive_IC_ratio,n_weeks,factor,horizon
-0.012627313530481228,0.1655785243529239,-0.07626178322236175,-1.068912276291923,0.28620129356197177,0.4810126582278481,237,residual_attention_z,future_1w_excess_return
-0.011823844088445274,0.15860761620483363,-0.07454776997073952,-0.9319534467529733,0.35231299819435447,0.459915611814346,237,residual_attention_z,future_2w_excess_return
-0.015082771937403669,0.15401834305044393,-0.09792841319208177,-1.0791313497469566,0.28163084409929695,0.45569620253164556,237,residual_attention_z,future_4w_excess_return
