IC_mean,IC_std,ICIR,t_stat,p_value,positive_IC_ratio,n_weeks,factor,horizon
0.03600119091958921,0.1529257309782834,0.23541617678912158,3.585752375751791,0.0004101001634248544,0.603448275862069,232,residual_attention_z,future_1w_excess_return
0.02716980433043809,0.14656725168017107,0.1853743180620331,2.841734484832546,0.004882813288546894,0.5787234042553191,235,residual_attention_z,future_2w_excess_return
0.008255655905978246,0.14432121403699388,0.05720334298090143,0.8731711346743088,0.383472665347698,0.5321888412017167,233,residual_attention_z,future_4w_excess_return
