group,event_count,win_rate_1w,mean_future_1w_excess_return,mean_future_2w_excess_return,mean_future_4w_excess_return,turnover_proxy_weekly,n_weeks,total_return,annualized_return_like,annualized_vol,sharpe_like_ratio,max_drawdown_like
G1_pure_momentum,3558,0.5011242270938729,0.005821845893310754,0.011265561224489797,0.01888962264150943,0.30084745762711873,236,2.71330251399015,0.3351818253682888,0.16596213926123843,1.8274196337878015,-0.21340533229084047
G2_momentum_plus_attention,1368,0.5460526315789473,0.014263529411764704,0.02293781388478582,0.03772399103139013,0.6206369078191113,236,10.120571938399944,0.7002100799005133,0.2559463986223148,2.208348952460153,-0.26925448726590584
G3_momentum_plus_chips,1801,0.49416990560799556,0.00368847438752784,0.006829888268156425,0.010230337078651683,0.42204804376414545,236,2.0157867505678206,0.275353701696859,0.1946922275990448,1.3476097151600732,-0.16244410823919264
G4_momentum_attention_chips,614,0.5358306188925082,0.011057748776508971,0.015556045751633989,0.024894398682042834,0.7977651515151515,220,8.449072761965626,0.7003821474025151,0.30024667256351073,1.923961624038926,-0.3321175840021291
