week,coef,n_obs,r2,model,horizon
2025-08-10,0.023778867366235305,49,0.028541233896138496,Model1_attention_only,future_1w_excess_return
2025-08-17,-0.007088359816677886,49,0.05246704093357735,Model1_attention_only,future_1w_excess_return
2025-08-24,0.010360790505046666,49,0.09530006548045955,Model1_attention_only,future_1w_excess_return
2025-08-31,0.0010222945068317421,49,0.0004928728159002693,Model1_attention_only,future_1w_excess_return
2025-09-07,0.03162412998451517,49,0.2608455665539131,Model1_attention_only,future_1w_excess_return
2025-09-14,0.009465523221807777,49,0.01705493909899336,Model1_attention_only,future_1w_excess_return
2025-09-21,-0.005015543658945027,49,0.026703047347190756,Model1_attention_only,future_1w_excess_return
2025-09-28,0.026485826947484536,49,0.3206183583096599,Model1_attention_only,future_1w_excess_return
2025-10-05,-0.010311898594812359,49,0.10586120668606946,Model1_attention_only,future_1w_excess_return
2025-10-12,0.007532854704950923,49,0.04886148126652745,Model1_attention_only,future_1w_excess_return
2025-10-19,0.033442315071749794,49,0.5509625067989667,Model1_attention_only,future_1w_excess_return
2025-10-26,0.010940209553208463,49,0.027275899683425697,Model1_attention_only,future_1w_excess_return
2025-11-02,0.01761284734805048,49,0.13970465519973496,Model1_attention_only,future_1w_excess_return
2025-11-09,-0.0038421600939145964,49,0.008173965339824174,Model1_attention_only,future_1w_excess_return
2025-11-16,-0.01576491634044928,49,0.13280532940654644,Model1_attention_only,future_1w_excess_return
2025-11-23,0.0006420055794870109,49,0.00023705770138171545,Model1_attention_only,future_1w_excess_return
2025-11-30,0.01015733050524071,49,0.0858026307538664,Model1_attention_only,future_1w_excess_return
2025-12-07,0.0007610621823986863,49,0.00019589103826178622,Model1_attention_only,future_1w_excess_return
2025-12-14,0.001516232730444607,49,0.0013468874387712049,Model1_attention_only,future_1w_excess_return
2025-12-21,0.0007495451767109093,49,0.00048016994034516536,Model1_attention_only,future_1w_excess_return
2025-12-28,0.019363941093155618,49,0.04795687712061769,Model1_attention_only,future_1w_excess_return
2026-01-04,0.026769133981357583,49,0.11947145184299379,Model1_attention_only,future_1w_excess_return
2026-01-11,0.032864711941725654,49,0.17819367243848427,Model1_attention_only,future_1w_excess_return
2026-01-18,0.008140055090094276,49,0.0386480904651858,Model1_attention_only,future_1w_excess_return
2026-01-25,0.013556049235601669,49,0.08378902626366513,Model1_attention_only,future_1w_excess_return
2026-02-01,-0.0038616796869932754,49,0.009090380592274738,Model1_attention_only,future_1w_excess_return
2026-02-08,-0.003488289618719753,49,0.011597145536114684,Model1_attention_only,future_1w_excess_return
2026-02-15,-0.004364807309522809,49,0.0037685880968700847,Model1_attention_only,future_1w_excess_return
2026-02-22,-9.864414291840472e-05,49,1.815160417861783e-06,Model1_attention_only,future_1w_excess_return
2026-03-01,-0.00864990745131854,49,0.0174972599326092,Model1_attention_only,future_1w_excess_return
2026-03-08,0.03563183205203927,49,0.16250705860139758,Model1_attention_only,future_1w_excess_return
2026-03-15,-0.004336635670894288,49,0.0048145174036948735,Model1_attention_only,future_1w_excess_return
2026-03-22,0.009875840965574817,49,0.04297836637345431,Model1_attention_only,future_1w_excess_return
2026-03-29,0.008498928529635713,49,0.04288557969458018,Model1_attention_only,future_1w_excess_return
2026-04-05,0.029580320032553523,49,0.11699145381224707,Model1_attention_only,future_1w_excess_return
2026-04-12,-0.006297620563192643,49,0.004056180988994629,Model1_attention_only,future_1w_excess_return
2026-04-19,0.01953684864669717,49,0.03947747143439195,Model1_attention_only,future_1w_excess_return
2026-04-26,0.006220864324181451,50,0.022531010434553855,Model1_attention_only,future_1w_excess_return
2026-05-03,0.027137086370090168,50,0.07906765755014245,Model1_attention_only,future_1w_excess_return
2026-05-10,0.011514289058686074,50,0.01883078531621274,Model1_attention_only,future_1w_excess_return
2026-05-17,0.021634028977332704,49,0.08536977313544325,Model1_attention_only,future_1w_excess_return
2026-05-24,0.006210103737737798,49,0.006748259375388033,Model1_attention_only,future_1w_excess_return
2026-05-31,-0.014029781182684609,49,0.05003149645484606,Model1_attention_only,future_1w_excess_return
2026-06-07,0.0007313942444613445,49,0.00014395113474952037,Model1_attention_only,future_1w_excess_return
2026-06-14,0.0018447676356595057,49,0.0005942153683000662,Model1_attention_only,future_1w_excess_return
2026-06-21,-0.0040300983411155795,50,0.009007527714632535,Model1_attention_only,future_1w_excess_return
2026-06-28,-0.018333422330377897,50,0.06687356180101367,Model1_attention_only,future_1w_excess_return
2026-07-05,0.007291878046924471,50,0.01596335205789645,Model1_attention_only,future_1w_excess_return
2026-07-12,-0.0152289006453405,50,0.03135712063470486,Model1_attention_only,future_1w_excess_return
2026-07-19,0.006528609612380337,49,0.008252825756565607,Model1_attention_only,future_1w_excess_return
2022-01-09,0.014833739486669622,43,0.0744536812986395,Model1_attention_only,future_2w_excess_return
2022-01-16,-0.004464483005775747,43,0.00892913929765371,Model1_attention_only,future_2w_excess_return
2022-01-23,-0.002795994452980873,43,0.003377326011413273,Model1_attention_only,future_2w_excess_return
2022-01-30,-0.0040088138634044816,43,0.0031239125710125215,Model1_attention_only,future_2w_excess_return
2022-02-06,-0.005023731960954051,43,0.0033055853207578645,Model1_attention_only,future_2w_excess_return
2022-02-13,0.0031117705059875594,43,0.006584386791349761,Model1_attention_only,future_2w_excess_return
2022-02-20,0.000504801234811067,44,0.0002056540784644012,Model1_attention_only,future_2w_excess_return
2022-02-27,0.004522218366215722,44,0.0047910519719444045,Model1_attention_only,future_2w_excess_return
2022-03-06,0.012732478543049089,44,0.06728054044850063,Model1_attention_only,future_2w_excess_return
2022-03-13,0.012500579591779845,44,0.016351572248894386,Model1_attention_only,future_2w_excess_return
2022-03-20,0.013116369030975464,44,0.06168684591462137,Model1_attention_only,future_2w_excess_return
2022-03-27,0.011071354076320794,44,0.026877145084767795,Model1_attention_only,future_2w_excess_return
2022-04-03,-0.006232458027097289,44,0.03609739601347217,Model1_attention_only,future_2w_excess_return
2022-04-10,-0.003484579661986553,44,0.007083959746167157,Model1_attention_only,future_2w_excess_return
2022-04-17,0.0043839261056182605,44,0.012651227056319492,Model1_attention_only,future_2w_excess_return
2022-04-24,-0.0032622065327206433,44,0.0030535047289583783,Model1_attention_only,future_2w_excess_return
2022-05-01,-0.014697248392664992,44,0.04485759263060363,Model1_attention_only,future_2w_excess_return
2022-05-08,0.0001891962448201383,44,5.3073898822475485e-06,Model1_attention_only,future_2w_excess_return
2022-05-15,-0.02421473815061408,44,0.14932439786082663,Model1_attention_only,future_2w_excess_return
2022-05-22,-0.005511871550418548,44,0.012192845476530434,Model1_attention_only,future_2w_excess_return
2022-05-29,0.0015997203335158302,44,0.0007780290495273956,Model1_attention_only,future_2w_excess_return
2022-06-05,0.02168610030667712,44,0.10678589187158127,Model1_attention_only,future_2w_excess_return
2022-06-12,-0.0032201945953709917,44,0.0009205246500063602,Model1_attention_only,future_2w_excess_return
2022-06-19,0.003554857287406683,44,0.0005886809211024246,Model1_attention_only,future_2w_excess_return
2022-06-26,-0.017990861991656275,44,0.04027946937472149,Model1_attention_only,future_2w_excess_return
2022-07-03,0.0001407000857698566,44,1.2236870824411383e-06,Model1_attention_only,future_2w_excess_return
2022-07-10,-0.004995584865473311,44,0.007064783232131888,Model1_attention_only,future_2w_excess_return
2022-07-17,-0.0013323390474132152,46,0.002440453542533194,Model1_attention_only,future_2w_excess_return
2022-07-24,0.0029879293106215574,46,0.002992832311203064,Model1_attention_only,future_2w_excess_return
2022-07-31,0.013503612504601263,46,0.08907555985057847,Model1_attention_only,future_2w_excess_return
2022-08-07,0.017202243524877044,46,0.08567313865534965,Model1_attention_only,future_2w_excess_return
2022-08-14,0.005664779741442399,46,0.010281520951932688,Model1_attention_only,future_2w_excess_return
2022-08-21,0.010519419467139472,46,0.025823150478658352,Model1_attention_only,future_2w_excess_return
2022-08-28,-0.02988303570218321,46,0.021448579388977818,Model1_attention_only,future_2w_excess_return
2022-09-04,-0.014101464432707335,46,0.003978228071455758,Model1_attention_only,future_2w_excess_return
2022-09-11,0.0016054735997645083,46,0.0006597767479208372,Model1_attention_only,future_2w_excess_return
2022-09-18,0.020149302007202496,46,0.06221965615515135,Model1_attention_only,future_2w_excess_return
2022-09-25,-0.026450226126215542,46,0.07388700620477395,Model1_attention_only,future_2w_excess_return
2022-10-02,-0.020718248685836566,47,0.12883087667762283,Model1_attention_only,future_2w_excess_return
2022-10-09,-0.021139131942353295,47,0.02622096162123022,Model1_attention_only,future_2w_excess_return
2022-10-16,-0.0030114282547854506,47,0.002644747205362008,Model1_attention_only,future_2w_excess_return
2022-10-23,3.1174293126305843e-06,47,1.0084335588800286e-09,Model1_attention_only,future_2w_excess_return
2022-10-30,-0.01707135547864333,47,0.029487842591776503,Model1_attention_only,future_2w_excess_return
2022-11-06,0.025790823691267728,47,0.07504048987933276,Model1_attention_only,future_2w_excess_return
2022-11-13,-0.0022601783402290783,47,0.004284482311875171,Model1_attention_only,future_2w_excess_return
2022-11-20,-0.00740081846210927,47,0.014898407353134635,Model1_attention_only,future_2w_excess_return
2022-11-27,0.009683934975721608,47,0.06233184699877081,Model1_attention_only,future_2w_excess_return
2022-12-04,-0.026596948100719095,47,0.0768151592154267,Model1_attention_only,future_2w_excess_return
2022-12-11,0.003986036653618863,48,0.007702027914421761,Model1_attention_only,future_2w_excess_return
2022-12-18,-0.005224976815665623,48,0.009793360983510468,Model1_attention_only,future_2w_excess_return
2022-12-25,0.003759602416740681,47,0.004322592315406992,Model1_attention_only,future_2w_excess_return
2023-01-01,0.0015385163915377965,47,0.0007207740633246029,Model1_attention_only,future_2w_excess_return
2023-01-08,0.0019675820684463647,47,0.0006835539521099498,Model1_attention_only,future_2w_excess_return
2023-01-15,-0.009726922022366202,47,0.09072559636535804,Model1_attention_only,future_2w_excess_return
2023-01-22,0.006917624439619401,47,0.043700487819870126,Model1_attention_only,future_2w_excess_return
2023-01-29,0.007602722718374869,47,0.028946382489624334,Model1_attention_only,future_2w_excess_return
2023-02-05,-0.003353002352301503,47,0.013161511910512513,Model1_attention_only,future_2w_excess_return
2023-02-12,-0.006205683885257498,47,0.011532048243404036,Model1_attention_only,future_2w_excess_return
